ICD9,ICD9_Desc,ICD10,ICD10_Desc,APPROX,NOMAP,COMBO,SCENARIO,CHOICE,OBSOLETE
014.81,Intestin TB NEC-no exam,A18.32,Tuberculous enteritis,1,0,0,0,0,0
014.81,Intestin TB NEC-no exam,A18.39,Retroperitoneal tuberculosis,1,0,0,0,0,0
014.82,Intest TB NEC-exam unkn,A18.32,Tuberculous enteritis,1,0,0,0,0,0
014.82,Intest TB NEC-exam unkn,A18.39,Retroperitoneal tuberculosis,1,0,0,0,0,0
014.83,Intestin TB NEC-micro dx,A18.32,Tuberculous enteritis,1,0,0,0,0,0
014.83,Intestin TB NEC-micro dx,A18.39,Retroperitoneal tuberculosis,1,0,0,0,0,0
014.84,Intestin TB NEC-cult dx,A18.32,Tuberculous enteritis,1,0,0,0,0,0
014.84,Intestin TB NEC-cult dx,A18.39,Retroperitoneal tuberculosis,1,0,0,0,0,0
014.85,Intestin TB NEC-histo dx,A18.32,Tuberculous enteritis,1,0,0,0,0,0
014.85,Intestin TB NEC-histo dx,A18.39,Retroperitoneal tuberculosis,1,0,0,0,0,0
014.86,Intestin TB NEC-oth test,A18.32,Tuberculous enteritis,1,0,0,0,0,0
014.86,Intestin TB NEC-oth test,A18.39,Retroperitoneal tuberculosis,1,0,0,0,0,0
015.00,TB of vertebra-unspec,A18.01,Tuberculosis of spine,1,0,0,0,0,0
015.01,TB of vertebra-no exam,A18.01,Tuberculosis of spine,1,0,0,0,0,0
015.02,TB of vertebra-exam unkn,A18.01,Tuberculosis of spine,1,0,0,0,0,0
015.03,TB of vertebra-micro dx,A18.01,Tuberculosis of spine,1,0,0,0,0,0
015.04,TB of vertebra-cult dx,A18.01,Tuberculosis of spine,1,0,0,0,0,0
015.05,TB of vertebra-histo dx,A18.01,Tuberculosis of spine,1,0,0,0,0,0
015.06,TB of vertebra-oth test,A18.01,Tuberculosis of spine,1,0,0,0,0,0
015.10,TB of hip-unspec,A18.02,Tuberculous arthritis of other joints,1,0,0,0,0,0
015.11,TB of hip-no exam,A18.02,Tuberculous arthritis of other joints,1,0,0,0,0,0
015.12,TB of hip-exam unkn,A18.02,Tuberculous arthritis of other joints,1,0,0,0,0,0
015.13,TB of hip-micro dx,A18.02,Tuberculous arthritis of other joints,1,0,0,0,0,0
015.14,TB of hip-cult dx,A18.02,Tuberculous arthritis of other joints,1,0,0,0,0,0
015.15,TB of hip-histo dx,A18.02,Tuberculous arthritis of other joints,1,0,0,0,0,0
015.16,TB of hip-oth test,A18.02,Tuberculous arthritis of other joints,1,0,0,0,0,0
015.20,TB of knee-unspec,A18.02,Tuberculous arthritis of other joints,1,0,0,0,0,0
015.21,TB of knee-no exam,A18.02,Tuberculous arthritis of other joints,1,0,0,0,0,0
015.22,TB of knee-exam unkn,A18.02,Tuberculous arthritis of other joints,1,0,0,0,0,0
015.23,TB of knee-micro dx,A18.02,Tuberculous arthritis of other joints,1,0,0,0,0,0
015.24,TB of knee-cult dx,A18.02,Tuberculous arthritis of other joints,1,0,0,0,0,0
015.25,TB of knee-histo dx,A18.02,Tuberculous arthritis of other joints,1,0,0,0,0,0
015.26,TB of knee-oth test,A18.02,Tuberculous arthritis of other joints,1,0,0,0,0,0
015.50,TB of limb bones-unspec,A18.03,Tuberculosis of other bones,1,0,0,0,0,0
015.51,TB limb bones-no exam,A18.03,Tuberculosis of other bones,1,0,0,0,0,0
015.52,TB limb bones-exam unkn,A18.03,Tuberculosis of other bones,1,0,0,0,0,0
015.53,TB limb bones-micro dx,A18.03,Tuberculosis of other bones,1,0,0,0,0,0
015.54,TB limb bones-cult dx,A18.03,Tuberculosis of other bones,1,0,0,0,0,0
015.55,TB limb bones-histo dx,A18.03,Tuberculosis of other bones,1,0,0,0,0,0
015.56,TB limb bones-oth test,A18.03,Tuberculosis of other bones,1,0,0,0,0,0
015.60,TB of mastoid-unspec,A18.03,Tuberculosis of other bones,1,0,0,0,0,0
015.61,TB of mastoid-no exam,A18.03,Tuberculosis of other bones,1,0,0,0,0,0
015.62,TB of mastoid-exam unkn,A18.03,Tuberculosis of other bones,1,0,0,0,0,0
015.63,TB of mastoid-micro dx,A18.03,Tuberculosis of other bones,1,0,0,0,0,0
015.64,TB of mastoid-cult dx,A18.03,Tuberculosis of other bones,1,0,0,0,0,0
015.65,TB of mastoid-histo dx,A18.03,Tuberculosis of other bones,1,0,0,0,0,0
015.66,TB of mastoid-oth test,A18.03,Tuberculosis of other bones,1,0,0,0,0,0
015.70,TB of bone NEC-unspec,A18.03,Tuberculosis of other bones,1,0,0,0,0,0
015.71,TB of bone NEC-no exam,A18.03,Tuberculosis of other bones,1,0,0,0,0,0
015.72,TB of bone NEC-exam unkn,A18.03,Tuberculosis of other bones,1,0,0,0,0,0
015.73,TB of bone NEC-micro dx,A18.03,Tuberculosis of other bones,1,0,0,0,0,0
015.74,TB of bone NEC-cult dx,A18.03,Tuberculosis of other bones,1,0,0,0,0,0
015.75,TB of bone NEC-histo dx,A18.03,Tuberculosis of other bones,1,0,0,0,0,0
015.76,TB of bone NEC-oth test,A18.03,Tuberculosis of other bones,1,0,0,0,0,0
015.80,TB of joint NEC-unspec,A18.02,Tuberculous arthritis of other joints,1,0,0,0,0,0
015.81,TB of joint NEC-no exam,A18.02,Tuberculous arthritis of other joints,1,0,0,0,0,0
015.82,TB joint NEC-exam unkn,A18.02,Tuberculous arthritis of other joints,1,0,0,0,0,0
015.83,TB of joint NEC-micro dx,A18.02,Tuberculous arthritis of other joints,1,0,0,0,0,0
015.84,TB of joint NEC-cult dx,A18.02,Tuberculous arthritis of other joints,1,0,0,0,0,0
015.85,TB of joint NEC-histo dx,A18.02,Tuberculous arthritis of other joints,1,0,0,0,0,0
015.86,TB of joint NEC-oth test,A18.02,Tuberculous arthritis of other joints,1,0,0,0,0,0
015.90,TB bone/joint NOS-unspec,A18.02,Tuberculous arthritis of other joints,1,0,0,0,0,0
015.90,TB bone/joint NOS-unspec,A18.03,Tuberculosis of other bones,1,0,0,0,0,0
015.91,TB bone/jt NOS-no exam,A18.02,Tuberculous arthritis of other joints,1,0,0,0,0,0
015.91,TB bone/jt NOS-no exam,A18.03,Tuberculosis of other bones,1,0,0,0,0,0
015.92,TB bone/jt NOS-exam unkn,A18.02,Tuberculous arthritis of other joints,1,0,0,0,0,0
015.92,TB bone/jt NOS-exam unkn,A18.03,Tuberculosis of other bones,1,0,0,0,0,0
015.93,TB bone/jt NOS-micro dx,A18.02,Tuberculous arthritis of other joints,1,0,0,0,0,0
015.93,TB bone/jt NOS-micro dx,A18.03,Tuberculosis of other bones,1,0,0,0,0,0
015.94,TB bone/jt NOS-cult dx,A18.02,Tuberculous arthritis of other joints,1,0,0,0,0,0
015.94,TB bone/jt NOS-cult dx,A18.03,Tuberculosis of other bones,1,0,0,0,0,0
015.95,TB bone/jt NOS-histo dx,A18.02,Tuberculous arthritis of other joints,1,0,0,0,0,0
015.95,TB bone/jt NOS-histo dx,A18.03,Tuberculosis of other bones,1,0,0,0,0,0
015.96,TB bone/jt NOS-oth test,A18.02,Tuberculous arthritis of other joints,1,0,0,0,0,0
015.96,TB bone/jt NOS-oth test,A18.03,Tuberculosis of other bones,1,0,0,0,0,0
016.00,TB of kidney-unspec,A18.11,Tuberculosis of kidney and ureter,1,0,0,0,0,0
016.01,TB of kidney-no exam,A18.11,Tuberculosis of kidney and ureter,1,0,0,0,0,0
016.02,TB of kidney-exam unkn,A18.11,Tuberculosis of kidney and ureter,1,0,0,0,0,0
016.03,TB of kidney-micro dx,A18.11,Tuberculosis of kidney and ureter,1,0,0,0,0,0
016.04,TB of kidney-cult dx,A18.11,Tuberculosis of kidney and ureter,1,0,0,0,0,0
016.05,TB of kidney-histo dx,A18.11,Tuberculosis of kidney and ureter,1,0,0,0,0,0
016.06,TB of kidney-oth test,A18.11,Tuberculosis of kidney and ureter,1,0,0,0,0,0
016.10,TB of bladder-unspec,A18.12,Tuberculosis of bladder,1,0,0,0,0,0
016.11,TB of bladder-no exam,A18.12,Tuberculosis of bladder,1,0,0,0,0,0
016.12,TB of bladder-exam unkn,A18.12,Tuberculosis of bladder,1,0,0,0,0,0
016.13,TB of bladder-micro dx,A18.12,Tuberculosis of bladder,1,0,0,0,0,0
016.14,TB of bladder-cult dx,A18.12,Tuberculosis of bladder,1,0,0,0,0,0
016.15,TB of bladder-histo dx,A18.12,Tuberculosis of bladder,1,0,0,0,0,0
016.16,TB of bladder-oth test,A18.12,Tuberculosis of bladder,1,0,0,0,0,0
016.20,TB of ureter-unspec,A18.11,Tuberculosis of kidney and ureter,1,0,0,0,0,0
016.21,TB of ureter-no exam,A18.11,Tuberculosis of kidney and ureter,1,0,0,0,0,0
016.22,TB of ureter-exam unkn,A18.11,Tuberculosis of kidney and ureter,1,0,0,0,0,0
016.23,TB of ureter-micro dx,A18.11,Tuberculosis of kidney and ureter,1,0,0,0,0,0
016.24,TB of ureter-cult dx,A18.11,Tuberculosis of kidney and ureter,1,0,0,0,0,0
016.25,TB of ureter-histo dx,A18.11,Tuberculosis of kidney and ureter,1,0,0,0,0,0
016.26,TB of ureter-oth test,A18.11,Tuberculosis of kidney and ureter,1,0,0,0,0,0
016.30,TB urinary NEC-unspec,A18.13,Tuberculosis of other urinary organs,1,0,0,0,0,0
016.31,TB urinary NEC-no exam,A18.13,Tuberculosis of other urinary organs,1,0,0,0,0,0
016.32,TB urinary NEC-exam unkn,A18.13,Tuberculosis of other urinary organs,1,0,0,0,0,0
016.33,TB urinary NEC-micro dx,A18.13,Tuberculosis of other urinary organs,1,0,0,0,0,0
016.34,TB urinary NEC-cult dx,A18.13,Tuberculosis of other urinary organs,1,0,0,0,0,0
016.35,TB urinary NEC-histo dx,A18.13,Tuberculosis of other urinary organs,1,0,0,0,0,0
016.36,TB urinary NEC-oth test,A18.13,Tuberculosis of other urinary organs,1,0,0,0,0,0
016.40,TB epididymis-unspec,A18.15,Tuberculosis of other male genital organs,1,0,0,0,0,0
016.41,TB epididymis-no exam,A18.15,Tuberculosis of other male genital organs,1,0,0,0,0,0
016.42,TB epididymis-exam unkn,A18.15,Tuberculosis of other male genital organs,1,0,0,0,0,0
016.43,TB epididymis-micro dx,A18.15,Tuberculosis of other male genital organs,1,0,0,0,0,0
016.44,TB epididymis-cult dx,A18.15,Tuberculosis of other male genital organs,1,0,0,0,0,0
016.45,TB epididymis-histo dx,A18.15,Tuberculosis of other male genital organs,1,0,0,0,0,0
016.46,TB epididymis-oth test,A18.15,Tuberculosis of other male genital organs,1,0,0,0,0,0
016.50,TB male genit NEC-unspec,A18.14,Tuberculosis of prostate,1,0,0,0,0,0
016.50,TB male genit NEC-unspec,A18.15,Tuberculosis of other male genital organs,1,0,0,0,0,0
016.51,TB male gen NEC-no exam,A18.14,Tuberculosis of prostate,1,0,0,0,0,0
016.51,TB male gen NEC-no exam,A18.15,Tuberculosis of other male genital organs,1,0,0,0,0,0
016.52,TB male gen NEC-ex unkn,A18.14,Tuberculosis of prostate,1,0,0,0,0,0
016.52,TB male gen NEC-ex unkn,A18.15,Tuberculosis of other male genital organs,1,0,0,0,0,0
016.53,TB male gen NEC-micro dx,A18.14,Tuberculosis of prostate,1,0,0,0,0,0
016.53,TB male gen NEC-micro dx,A18.15,Tuberculosis of other male genital organs,1,0,0,0,0,0
016.54,TB male gen NEC-cult dx,A18.14,Tuberculosis of prostate,1,0,0,0,0,0
016.54,TB male gen NEC-cult dx,A18.15,Tuberculosis of other male genital organs,1,0,0,0,0,0
016.55,TB male gen NEC-histo dx,A18.14,Tuberculosis of prostate,1,0,0,0,0,0
016.55,TB male gen NEC-histo dx,A18.15,Tuberculosis of other male genital organs,1,0,0,0,0,0
016.56,TB male gen NEC-oth test,A18.14,Tuberculosis of prostate,1,0,0,0,0,0
016.56,TB male gen NEC-oth test,A18.15,Tuberculosis of other male genital organs,1,0,0,0,0,0
016.60,TB ovary & tube-unspec,A18.17,Tuberculous female pelvic inflammatory disease,1,0,0,0,0,0
016.61,TB ovary & tube-no exam,A18.17,Tuberculous female pelvic inflammatory disease,1,0,0,0,0,0
016.62,TB ovary/tube-exam unkn,A18.17,Tuberculous female pelvic inflammatory disease,1,0,0,0,0,0
016.63,TB ovary & tube-micro dx,A18.17,Tuberculous female pelvic inflammatory disease,1,0,0,0,0,0
016.64,TB ovary & tube-cult dx,A18.17,Tuberculous female pelvic inflammatory disease,1,0,0,0,0,0
016.65,TB ovary & tube-histo dx,A18.17,Tuberculous female pelvic inflammatory disease,1,0,0,0,0,0
016.66,TB ovary & tube-oth test,A18.17,Tuberculous female pelvic inflammatory disease,1,0,0,0,0,0
016.70,TB female gen NEC-unspec,A18.16,Tuberculosis of cervix,1,0,0,0,0,0
016.70,TB female gen NEC-unspec,A18.17,Tuberculous female pelvic inflammatory disease,1,0,0,0,0,0
016.70,TB female gen NEC-unspec,A18.18,Tuberculosis of other female genital organs,1,0,0,0,0,0
016.71,TB fem gen NEC-no exam,A18.16,Tuberculosis of cervix,1,0,0,0,0,0
016.71,TB fem gen NEC-no exam,A18.17,Tuberculous female pelvic inflammatory disease,1,0,0,0,0,0
016.71,TB fem gen NEC-no exam,A18.18,Tuberculosis of other female genital organs,1,0,0,0,0,0
016.72,TB fem gen NEC-exam unkn,A18.16,Tuberculosis of cervix,1,0,0,0,0,0
016.72,TB fem gen NEC-exam unkn,A18.17,Tuberculous female pelvic inflammatory disease,1,0,0,0,0,0
016.72,TB fem gen NEC-exam unkn,A18.18,Tuberculosis of other female genital organs,1,0,0,0,0,0
016.73,TB fem gen NEC-micro dx,A18.16,Tuberculosis of cervix,1,0,0,0,0,0
016.73,TB fem gen NEC-micro dx,A18.17,Tuberculous female pelvic inflammatory disease,1,0,0,0,0,0
016.73,TB fem gen NEC-micro dx,A18.18,Tuberculosis of other female genital organs,1,0,0,0,0,0
016.74,TB fem gen NEC-cult dx,A18.16,Tuberculosis of cervix,1,0,0,0,0,0
016.74,TB fem gen NEC-cult dx,A18.17,Tuberculous female pelvic inflammatory disease,1,0,0,0,0,0
016.74,TB fem gen NEC-cult dx,A18.18,Tuberculosis of other female genital organs,1,0,0,0,0,0
016.75,TB fem gen NEC-histo dx,A18.16,Tuberculosis of cervix,1,0,0,0,0,0
016.75,TB fem gen NEC-histo dx,A18.17,Tuberculous female pelvic inflammatory disease,1,0,0,0,0,0
016.75,TB fem gen NEC-histo dx,A18.18,Tuberculosis of other female genital organs,1,0,0,0,0,0
016.76,TB fem gen NEC-oth test,A18.16,Tuberculosis of cervix,1,0,0,0,0,0
016.76,TB fem gen NEC-oth test,A18.17,Tuberculous female pelvic inflammatory disease,1,0,0,0,0,0
016.76,TB fem gen NEC-oth test,A18.18,Tuberculosis of other female genital organs,1,0,0,0,0,0
016.90,Gu TB NOS-unspec,A18.10,"Tuberculosis of genitourinary system, unspecified",1,0,0,0,0,0
016.91,Gu TB NOS-no exam,A18.10,"Tuberculosis of genitourinary system, unspecified",1,0,0,0,0,0
016.92,Gu TB NOS-exam unkn,A18.10,"Tuberculosis of genitourinary system, unspecified",1,0,0,0,0,0
016.93,Gu TB NOS-micro dx,A18.10,"Tuberculosis of genitourinary system, unspecified",1,0,0,0,0,0
016.94,Gu TB NOS-cult dx,A18.10,"Tuberculosis of genitourinary system, unspecified",1,0,0,0,0,0
016.95,Gu TB NOS-histo dx,A18.10,"Tuberculosis of genitourinary system, unspecified",1,0,0,0,0,0
016.96,Gu TB NOS-oth test,A18.10,"Tuberculosis of genitourinary system, unspecified",1,0,0,0,0,0
017.00,TB skin/subcutan-unspec,A18.4,Tuberculosis of skin and subcutaneous tissue,1,0,0,0,0,0
017.01,TB skin/subcut-no exam,A18.4,Tuberculosis of skin and subcutaneous tissue,1,0,0,0,0,0
017.02,TB skin/subcut-exam unkn,A18.4,Tuberculosis of skin and subcutaneous tissue,1,0,0,0,0,0
017.03,TB skin/subcut-micro dx,A18.4,Tuberculosis of skin and subcutaneous tissue,1,0,0,0,0,0
017.04,TB skin/subcut-cult dx,A18.4,Tuberculosis of skin and subcutaneous tissue,1,0,0,0,0,0
017.05,TB skin/subcut-histo dx,A18.4,Tuberculosis of skin and subcutaneous tissue,1,0,0,0,0,0
017.06,TB skin/subcut-oth test,A18.4,Tuberculosis of skin and subcutaneous tissue,1,0,0,0,0,0
017.10,Erythema nodos tb-unspec,A18.4,Tuberculosis of skin and subcutaneous tissue,1,0,0,0,0,0
017.11,Erythem nodos tb-no exam,A18.4,Tuberculosis of skin and subcutaneous tissue,1,0,0,0,0,0
017.12,Erythem nod tb-exam unkn,A18.4,Tuberculosis of skin and subcutaneous tissue,1,0,0,0,0,0
017.13,Erythem nod tb-micro dx,A18.4,Tuberculosis of skin and subcutaneous tissue,1,0,0,0,0,0
017.14,Erythem nodos tb-cult dx,A18.4,Tuberculosis of skin and subcutaneous tissue,1,0,0,0,0,0
017.15,Erythem nod tb-histo dx,A18.4,Tuberculosis of skin and subcutaneous tissue,1,0,0,0,0,0
017.16,Erythem nod tb-oth test,A18.4,Tuberculosis of skin and subcutaneous tissue,1,0,0,0,0,0
017.20,TB periph lymph-unspec,A18.2,Tuberculous peripheral lymphadenopathy,1,0,0,0,0,0
017.21,TB periph lymph-no exam,A18.2,Tuberculous peripheral lymphadenopathy,1,0,0,0,0,0
017.22,TB periph lymph-exam unk,A18.2,Tuberculous peripheral lymphadenopathy,1,0,0,0,0,0
017.23,TB periph lymph-micro dx,A18.2,Tuberculous peripheral lymphadenopathy,1,0,0,0,0,0
017.24,TB periph lymph-cult dx,A18.2,Tuberculous peripheral lymphadenopathy,1,0,0,0,0,0
017.25,TB periph lymph-histo dx,A18.2,Tuberculous peripheral lymphadenopathy,1,0,0,0,0,0
017.26,TB periph lymph-oth test,A18.2,Tuberculous peripheral lymphadenopathy,1,0,0,0,0,0
017.30,TB of eye-unspec,A18.50,"Tuberculosis of eye, unspecified",1,0,0,0,0,0
017.30,TB of eye-unspec,A18.51,Tuberculous episcleritis,1,0,0,0,0,0
017.30,TB of eye-unspec,A18.52,Tuberculous keratitis,1,0,0,0,0,0
017.30,TB of eye-unspec,A18.53,Tuberculous chorioretinitis,1,0,0,0,0,0
017.30,TB of eye-unspec,A18.54,Tuberculous iridocyclitis,1,0,0,0,0,0
017.30,TB of eye-unspec,A18.59,Other tuberculosis of eye,1,0,0,0,0,0
017.31,TB of eye-no exam,A18.50,"Tuberculosis of eye, unspecified",1,0,0,0,0,0
017.31,TB of eye-no exam,A18.51,Tuberculous episcleritis,1,0,0,0,0,0
017.31,TB of eye-no exam,A18.52,Tuberculous keratitis,1,0,0,0,0,0
017.31,TB of eye-no exam,A18.54,Tuberculous iridocyclitis,1,0,0,0,0,0
017.31,TB of eye-no exam,A18.59,Other tuberculosis of eye,1,0,0,0,0,0
017.32,TB of eye-exam unkn,A18.50,"Tuberculosis of eye, unspecified",1,0,0,0,0,0
017.32,TB of eye-exam unkn,A18.51,Tuberculous episcleritis,1,0,0,0,0,0
017.32,TB of eye-exam unkn,A18.52,Tuberculous keratitis,1,0,0,0,0,0
017.32,TB of eye-exam unkn,A18.54,Tuberculous iridocyclitis,1,0,0,0,0,0
017.32,TB of eye-exam unkn,A18.59,Other tuberculosis of eye,1,0,0,0,0,0
017.33,TB of eye-micro dx,A18.50,"Tuberculosis of eye, unspecified",1,0,0,0,0,0
017.33,TB of eye-micro dx,A18.51,Tuberculous episcleritis,1,0,0,0,0,0
017.33,TB of eye-micro dx,A18.52,Tuberculous keratitis,1,0,0,0,0,0
017.33,TB of eye-micro dx,A18.54,Tuberculous iridocyclitis,1,0,0,0,0,0
017.33,TB of eye-micro dx,A18.59,Other tuberculosis of eye,1,0,0,0,0,0
017.34,TB of eye-cult dx,A18.50,"Tuberculosis of eye, unspecified",1,0,0,0,0,0
017.34,TB of eye-cult dx,A18.51,Tuberculous episcleritis,1,0,0,0,0,0
017.34,TB of eye-cult dx,A18.52,Tuberculous keratitis,1,0,0,0,0,0
017.34,TB of eye-cult dx,A18.54,Tuberculous iridocyclitis,1,0,0,0,0,0
017.34,TB of eye-cult dx,A18.59,Other tuberculosis of eye,1,0,0,0,0,0
017.35,TB of eye-histo dx,A18.50,"Tuberculosis of eye, unspecified",1,0,0,0,0,0
017.35,TB of eye-histo dx,A18.51,Tuberculous episcleritis,1,0,0,0,0,0
017.35,TB of eye-histo dx,A18.52,Tuberculous keratitis,1,0,0,0,0,0
017.35,TB of eye-histo dx,A18.54,Tuberculous iridocyclitis,1,0,0,0,0,0
017.35,TB of eye-histo dx,A18.59,Other tuberculosis of eye,1,0,0,0,0,0
017.36,TB of eye-oth test,A18.50,"Tuberculosis of eye, unspecified",1,0,0,0,0,0
017.36,TB of eye-oth test,A18.51,Tuberculous episcleritis,1,0,0,0,0,0
017.36,TB of eye-oth test,A18.52,Tuberculous keratitis,1,0,0,0,0,0
017.36,TB of eye-oth test,A18.54,Tuberculous iridocyclitis,1,0,0,0,0,0
017.36,TB of eye-oth test,A18.59,Other tuberculosis of eye,1,0,0,0,0,0
017.40,TB of ear-unspec,A18.6,Tuberculosis of (inner) (middle) ear,1,0,0,0,0,0
017.41,TB of ear-no exam,A18.6,Tuberculosis of (inner) (middle) ear,1,0,0,0,0,0
017.42,TB of ear-exam unkn,A18.6,Tuberculosis of (inner) (middle) ear,1,0,0,0,0,0
017.43,TB of ear-micro dx,A18.6,Tuberculosis of (inner) (middle) ear,1,0,0,0,0,0
017.44,TB of ear-cult dx,A18.6,Tuberculosis of (inner) (middle) ear,1,0,0,0,0,0
017.45,TB of ear-histo dx,A18.6,Tuberculosis of (inner) (middle) ear,1,0,0,0,0,0
017.46,TB of ear-oth test,A18.6,Tuberculosis of (inner) (middle) ear,1,0,0,0,0,0
017.50,TB of thyroid-unspec,A18.81,Tuberculosis of thyroid gland,1,0,0,0,0,0
017.51,TB of thyroid-no exam,A18.81,Tuberculosis of thyroid gland,1,0,0,0,0,0
017.52,TB of thyroid-exam unkn,A18.81,Tuberculosis of thyroid gland,1,0,0,0,0,0
017.53,TB of thyroid-micro dx,A18.81,Tuberculosis of thyroid gland,1,0,0,0,0,0
017.54,TB of thyroid-cult dx,A18.81,Tuberculosis of thyroid gland,1,0,0,0,0,0
017.55,TB of thyroid-histo dx,A18.81,Tuberculosis of thyroid gland,1,0,0,0,0,0
017.56,TB of thyroid-oth test,A18.81,Tuberculosis of thyroid gland,1,0,0,0,0,0
017.60,TB of adrenal-unspec,A18.7,Tuberculosis of adrenal glands,1,0,0,0,0,0
017.61,TB of adrenal-no exam,A18.7,Tuberculosis of adrenal glands,1,0,0,0,0,0
017.62,TB of adrenal-exam unkn,A18.7,Tuberculosis of adrenal glands,1,0,0,0,0,0
017.63,TB of adrenal-micro dx,A18.7,Tuberculosis of adrenal glands,1,0,0,0,0,0
017.64,TB of adrenal-cult dx,A18.7,Tuberculosis of adrenal glands,1,0,0,0,0,0
017.65,TB of adrenal-histo dx,A18.7,Tuberculosis of adrenal glands,1,0,0,0,0,0
017.66,TB of adrenal-oth test,A18.7,Tuberculosis of adrenal glands,1,0,0,0,0,0
017.70,TB of spleen-unspec,A18.85,Tuberculosis of spleen,1,0,0,0,0,0
017.71,TB of spleen-no exam,A18.85,Tuberculosis of spleen,1,0,0,0,0,0
017.72,TB of spleen-exam unkn,A18.85,Tuberculosis of spleen,1,0,0,0,0,0
017.73,TB of spleen-micro dx,A18.85,Tuberculosis of spleen,1,0,0,0,0,0
017.74,TB of spleen-cult dx,A18.85,Tuberculosis of spleen,1,0,0,0,0,0
017.75,TB of spleen-histo dx,A18.85,Tuberculosis of spleen,1,0,0,0,0,0
017.76,TB of spleen-oth test,A18.85,Tuberculosis of spleen,1,0,0,0,0,0
017.80,TB esophagus-unspec,A18.89,Tuberculosis of other sites,1,0,0,0,0,0
017.81,TB esophagus-no exam,A18.89,Tuberculosis of other sites,1,0,0,0,0,0
017.82,TB esophagus-exam unkn,A18.89,Tuberculosis of other sites,1,0,0,0,0,0
017.83,TB esophagus-micro dx,A18.89,Tuberculosis of other sites,1,0,0,0,0,0
017.84,TB esophagus-cult dx,A18.89,Tuberculosis of other sites,1,0,0,0,0,0
017.85,TB esophagus-histo dx,A18.89,Tuberculosis of other sites,1,0,0,0,0,0
017.86,TB esophagus-oth test,A18.89,Tuberculosis of other sites,1,0,0,0,0,0
017.90,TB of organ NEC-unspec,A18.84,Tuberculosis of heart,1,0,0,0,0,0
017.91,TB of organ NEC-no exam,A18.84,Tuberculosis of heart,1,0,0,0,0,0
017.91,TB of organ NEC-no exam,A18.89,Tuberculosis of other sites,1,0,0,0,0,0
017.92,TB organ NEC-exam unkn,A18.84,Tuberculosis of heart,1,0,0,0,0,0
017.92,TB organ NEC-exam unkn,A18.89,Tuberculosis of other sites,1,0,0,0,0,0
017.93,TB of organ NEC-micro dx,A18.84,Tuberculosis of heart,1,0,0,0,0,0
017.93,TB of organ NEC-micro dx,A18.89,Tuberculosis of other sites,1,0,0,0,0,0
017.94,TB of organ NEC-cult dx,A18.84,Tuberculosis of heart,1,0,0,0,0,0
017.94,TB of organ NEC-cult dx,A18.89,Tuberculosis of other sites,1,0,0,0,0,0
017.95,TB of organ NEC-histo dx,A18.84,Tuberculosis of heart,1,0,0,0,0,0
017.95,TB of organ NEC-histo dx,A18.89,Tuberculosis of other sites,1,0,0,0,0,0
017.96,TB of organ NEC-oth test,A18.84,Tuberculosis of heart,1,0,0,0,0,0
017.96,TB of organ NEC-oth test,A18.89,Tuberculosis of other sites,1,0,0,0,0,0
018.00,Acute miliary tb-unspec,A19.2,"Acute miliary tuberculosis, unspecified",1,0,0,0,0,0
018.01,Acute miliary tb-no exam,A19.2,"Acute miliary tuberculosis, unspecified",1,0,0,0,0,0
018.02,Ac miliary tb-exam unkn,A19.2,"Acute miliary tuberculosis, unspecified",1,0,0,0,0,0
018.03,Ac miliary tb-micro dx,A19.2,"Acute miliary tuberculosis, unspecified",1,0,0,0,0,0
018.04,Acute miliary tb-cult dx,A19.2,"Acute miliary tuberculosis, unspecified",1,0,0,0,0,0
018.05,Ac miliary tb-histo dx,A19.2,"Acute miliary tuberculosis, unspecified",1,0,0,0,0,0
018.06,Ac miliary tb-oth test,A19.2,"Acute miliary tuberculosis, unspecified",1,0,0,0,0,0
018.80,Miliary TB NEC-unspec,A19.8,Other miliary tuberculosis,1,0,0,0,0,0
018.81,Miliary TB NEC-no exam,A19.8,Other miliary tuberculosis,1,0,0,0,0,0
