ICD9,ICD9_Desc,Category,Category_Desc
017.32,TB of eye-exam unkn,A18,Tuberculosis of other organs
017.33,TB of eye-micro dx,A18,Tuberculosis of other organs
017.34,TB of eye-cult dx,A18,Tuberculosis of other organs
017.35,TB of eye-histo dx,A18,Tuberculosis of other organs
017.36,TB of eye-oth test,A18,Tuberculosis of other organs
017.40,TB of ear-unspec,A18,Tuberculosis of other organs
017.41,TB of ear-no exam,A18,Tuberculosis of other organs
017.42,TB of ear-exam unkn,A18,Tuberculosis of other organs
017.43,TB of ear-micro dx,A18,Tuberculosis of other organs
017.44,TB of ear-cult dx,A18,Tuberculosis of other organs
017.45,TB of ear-histo dx,A18,Tuberculosis of other organs
017.46,TB of ear-oth test,A18,Tuberculosis of other organs
017.50,TB of thyroid-unspec,A18,Tuberculosis of other organs
017.51,TB of thyroid-no exam,A18,Tuberculosis of other organs
017.52,TB of thyroid-exam unkn,A18,Tuberculosis of other organs
017.53,TB of thyroid-micro dx,A18,Tuberculosis of other organs
017.54,TB of thyroid-cult dx,A18,Tuberculosis of other organs
017.55,TB of thyroid-histo dx,A18,Tuberculosis of other organs
017.56,TB of thyroid-oth test,A18,Tuberculosis of other organs
017.60,TB of adrenal-unspec,A18,Tuberculosis of other organs
017.61,TB of adrenal-no exam,A18,Tuberculosis of other organs
017.62,TB of adrenal-exam unkn,A18,Tuberculosis of other organs
017.63,TB of adrenal-micro dx,A18,Tuberculosis of other organs
017.64,TB of adrenal-cult dx,A18,Tuberculosis of other organs
017.65,TB of adrenal-histo dx,A18,Tuberculosis of other organs
017.66,TB of adrenal-oth test,A18,Tuberculosis of other organs
017.70,TB of spleen-unspec,A18,Tuberculosis of other organs
017.71,TB of spleen-no exam,A18,Tuberculosis of other organs
017.72,TB of spleen-exam unkn,A18,Tuberculosis of other organs
017.73,TB of spleen-micro dx,A18,Tuberculosis of other organs
017.74,TB of spleen-cult dx,A18,Tuberculosis of other organs
017.75,TB of spleen-histo dx,A18,Tuberculosis of other organs
017.76,TB of spleen-oth test,A18,Tuberculosis of other organs
017.80,TB esophagus-unspec,A18,Tuberculosis of other organs
017.81,TB esophagus-no exam,A18,Tuberculosis of other organs
017.82,TB esophagus-exam unkn,A18,Tuberculosis of other organs
017.83,TB esophagus-micro dx,A18,Tuberculosis of other organs
017.84,TB esophagus-cult dx,A18,Tuberculosis of other organs
017.85,TB esophagus-histo dx,A18,Tuberculosis of other organs
017.86,TB esophagus-oth test,A18,Tuberculosis of other organs
017.90,TB of organ NEC-unspec,A18,Tuberculosis of other organs
017.91,TB of organ NEC-no exam,A18,Tuberculosis of other organs
017.92,TB organ NEC-exam unkn,A18,Tuberculosis of other organs
017.93,TB of organ NEC-micro dx,A18,Tuberculosis of other organs
017.94,TB of organ NEC-cult dx,A18,Tuberculosis of other organs
017.95,TB of organ NEC-histo dx,A18,Tuberculosis of other organs
017.96,TB of organ NEC-oth test,A18,Tuberculosis of other organs
018.00,Acute miliary tb-unspec,A19,Miliary tuberculosis
018.01,Acute miliary tb-no exam,A19,Miliary tuberculosis
018.02,Ac miliary tb-exam unkn,A19,Miliary tuberculosis
018.03,Ac miliary tb-micro dx,A19,Miliary tuberculosis
018.04,Acute miliary tb-cult dx,A19,Miliary tuberculosis
018.05,Ac miliary tb-histo dx,A19,Miliary tuberculosis
018.06,Ac miliary tb-oth test,A19,Miliary tuberculosis
018.80,Miliary TB NEC-unspec,A19,Miliary tuberculosis
018.81,Miliary TB NEC-no exam,A19,Miliary tuberculosis
018.82,Miliary TB NEC-exam unkn,A19,Miliary tuberculosis
018.83,Miliary TB NEC-micro dx,A19,Miliary tuberculosis
018.84,Miliary TB NEC-cult dx,A19,Miliary tuberculosis
018.85,Miliary TB NEC-histo dx,A19,Miliary tuberculosis
018.86,Miliary TB NEC-oth test,A19,Miliary tuberculosis
018.90,Miliary TB NOS-unspec,A19,Miliary tuberculosis
018.91,Miliary TB NOS-no exam,A19,Miliary tuberculosis
018.92,Miliary TB NOS-exam unkn,A19,Miliary tuberculosis
018.93,Miliary TB NOS-micro dx,A19,Miliary tuberculosis
018.94,Miliary TB NOS-cult dx,A19,Miliary tuberculosis
018.95,Miliary TB NOS-histo dx,A19,Miliary tuberculosis
018.96,Miliary TB NOS-oth test,A19,Miliary tuberculosis
020.0,Bubonic plague,A20,Plague
020.1,Cellulocutaneous plague,A20,Plague
020.2,Septicemic plague,A20,Plague
020.3,Primary pneumonic plague,A20,Plague
020.4,Secondary pneumon plague,A20,Plague
020.5,Pneumonic plague NOS,A20,Plague
020.8,Other types of plague,A20,Plague
020.9,Plague NOS,A20,Plague
021.0,Ulceroglandul tularemia,A21,Tularemia
021.1,Enteric tularemia,A21,Tularemia
021.2,Pulmonary tularemia,A21,Tularemia
021.3,Oculoglandular tularemia,A21,Tularemia
021.8,Tularemia NEC,A21,Tularemia
021.9,Tularemia NOS,A21,Tularemia
022.0,Cutaneous anthrax,A22,Anthrax
022.1,Pulmonary anthrax,A22,Anthrax
022.2,Gastrointestinal anthrax,A22,Anthrax
022.3,Anthrax septicemia,A22,Anthrax
022.8,Other anthrax manifest,A22,Anthrax
022.9,Anthrax NOS,A22,Anthrax
023.0,Brucella melitensis,A23,Brucellosis
023.1,Brucella abortus,A23,Brucellosis
023.2,Brucella suis,A23,Brucellosis
023.3,Brucella canis,A23,Brucellosis
023.8,Brucellosis NEC,A23,Brucellosis
023.9,Brucellosis NOS,A23,Brucellosis
024,Glanders,A24,Glanders and melioidosis
025,Melioidosis,A24,Glanders and melioidosis
026.0,Spirillary fever,A25,Rat-bite fevers
026.1,Streptobacillary fever,A25,Rat-bite fevers
026.9,Rat-bite fever NOS,A25,Rat-bite fevers
027.0,Listeriosis,A32,Listeriosis
027.1,Erysipelothrix infection,A26,Erysipeloid
027.2,Pasteurellosis,A28,"Other zoonotic bacterial diseases, not elsewhere classified"
027.8,Zoonotic bact dis NEC,A28,"Other zoonotic bacterial diseases, not elsewhere classified"
027.9,Zoonotic bact dis NOS,A28,"Other zoonotic bacterial diseases, not elsewhere classified"
030.0,Lepromatous leprosy,A30,Leprosy [Hansen's disease]
030.1,Tuberculoid leprosy,A30,Leprosy [Hansen's disease]
030.2,Indeterminate leprosy,A30,Leprosy [Hansen's disease]
030.3,Borderline leprosy,A30,Leprosy [Hansen's disease]
030.8,Leprosy NEC,A30,Leprosy [Hansen's disease]
030.9,Leprosy NOS,A30,Leprosy [Hansen's disease]
031.0,Pulmonary mycobacteria,A31,Infection due to other mycobacteria
031.1,Cutaneous mycobacteria,A31,Infection due to other mycobacteria
031.2,DMAC bacteremia,A31,Infection due to other mycobacteria
031.8,Mycobacterial dis NEC,A31,Infection due to other mycobacteria
031.9,Mycobacterial dis NOS,A31,Infection due to other mycobacteria
032.0,Faucial diphtheria,A36,Diphtheria
032.1,Nasopharynx diphtheria,A36,Diphtheria
032.2,Ant nasal diphtheria,A36,Diphtheria
032.3,Laryngeal diphtheria,A36,Diphtheria
032.81,Conjunctival diphtheria,A36,Diphtheria
032.82,Diphtheritic myocarditis,A36,Diphtheria
032.83,Diphtheritic peritonitis,A36,Diphtheria
032.84,Diphtheritic cystitis,A36,Diphtheria
032.85,Cutaneous diphtheria,A36,Diphtheria
032.89,Diphtheria NEC,A36,Diphtheria
032.9,Diphtheria NOS,A36,Diphtheria
033.0,Bordetella pertussis,A37,Whooping cough
033.1,Bordetella parapertussis,A37,Whooping cough
033.8,Whooping cough NEC,A37,Whooping cough
033.9,Whooping cough NOS,A37,Whooping cough
034.0,Strep sore throat,J02,Acute pharyngitis
034.1,Scarlet fever,A38,Scarlet fever
035,Erysipelas,A46,Erysipelas
036.0,Meningococcal meningitis,A39,Meningococcal infection
036.1,Meningococc encephalitis,A39,Meningococcal infection
036.2,Meningococcemia,A39,Meningococcal infection
036.3,Meningococc adrenal synd,A39,Meningococcal infection
036.40,Meningococc carditis NOS,A39,Meningococcal infection
036.41,Meningococc pericarditis,A39,Meningococcal infection
036.42,Meningococc endocarditis,A39,Meningococcal infection
036.43,Meningococc myocarditis,A39,Meningococcal infection
036.81,Meningococc optic neurit,A39,Meningococcal infection
036.82,Meningococc arthropathy,A39,Meningococcal infection
036.89,Meningococcal infect NEC,A39,Meningococcal infection
036.9,Meningococcal infect NOS,A39,Meningococcal infection
037,Tetanus,A35,Other tetanus
038.0,Streptococcal septicemia,A40,Streptococcal sepsis
038.10,Staphylcocc septicem NOS,A41,Other sepsis
038.11,Meth susc Staph aur sept,A41,Other sepsis
038.12,MRSA septicemia,A41,Other sepsis
038.19,Staphylcocc septicem NEC,A41,Other sepsis
038.2,Pneumococcal septicemia,A40,Streptococcal sepsis
038.3,Anaerobic septicemia,A41,Other sepsis
038.40,Gram-neg septicemia NOS,A41,Other sepsis
038.41,H. influenae septicemia,A41,Other sepsis
038.42,E coli septicemia,A41,Other sepsis
038.43,Pseudomonas septicemia,A41,Other sepsis
038.44,Serratia septicemia,A41,Other sepsis
038.49,Gram-neg septicemia NEC,A41,Other sepsis
038.8,Septicemia NEC,A41,Other sepsis
038.9,Septicemia NOS,A41,Other sepsis
039.0,Cutaneous actinomycosis,L08,Other local infections of skin and subcutaneous tissue
039.1,Pulmonary actinomycosis,A42,Actinomycosis
039.2,Abdominal actinomycosis,A42,Actinomycosis
039.3,Cervicofac actinomycosis,A42,Actinomycosis
039.4,Madura foot,B47,Mycetoma
039.8,Actinomycosis NEC,A42,Actinomycosis
039.9,Actinomycosis NOS,A42,Actinomycosis
040.0,Gas gangrene,A48,"Other bacterial diseases, not elsewhere classified"
040.1,Rhinoscleroma,A48,"Other bacterial diseases, not elsewhere classified"
040.2,Whipple's disease,K90,Intestinal malabsorption
040.3,Necrobacillosis,A48,"Other bacterial diseases, not elsewhere classified"
040.41,Infant botulism,A48,"Other bacterial diseases, not elsewhere classified"
040.42,Wound botulism,A48,"Other bacterial diseases, not elsewhere classified"
040.81,Tropical pyomyositis,M60,Myositis
040.82,Toxic shock syndrome,A48,"Other bacterial diseases, not elsewhere classified"
040.89,Bacterial diseases NEC,A48,"Other bacterial diseases, not elsewhere classified"
041.00,Streptococcus unspecf,B95,Strep as the cause of diseases classified elsewhere
041.01,Streptococcus group a,B95,Strep as the cause of diseases classified elsewhere
041.02,Streptococcus group b,B95,Strep as the cause of diseases classified elsewhere
041.03,Streptococcus group c,B95,Strep as the cause of diseases classified elsewhere
041.04,Enterococcus group d,B95,Strep as the cause of diseases classified elsewhere
041.05,Streptococcus group g,B95,Strep as the cause of diseases classified elsewhere
041.09,Other streptococcus,B95,Strep as the cause of diseases classified elsewhere
041.10,Staphylococcus unspcfied,B95,Strep as the cause of diseases classified elsewhere
041.11,Mth sus Stph aur els/NOS,B95,Strep as the cause of diseases classified elsewhere
041.12,MRSA elsewhere/NOS,B95,Strep as the cause of diseases classified elsewhere
041.19,Other staphylococcus,B95,Strep as the cause of diseases classified elsewhere
041.2,Pneumococcus infect NOS,B95,Strep as the cause of diseases classified elsewhere
041.3,Klebsiella pneumoniae,B96,Oth bacterial agents as the cause of diseases classd elswhr
041.41,Shiga txn-produce E.coli,B96,Oth bacterial agents as the cause of diseases classd elswhr
041.42,Shga txn prod E.coli NEC,B96,Oth bacterial agents as the cause of diseases classd elswhr
041.43,Shga txn prod E.coli NOS,B96,Oth bacterial agents as the cause of diseases classd elswhr
041.49,E.coli infection NEC/NOS,B96,Oth bacterial agents as the cause of diseases classd elswhr
041.5,H. influenzae infect NOS,B96,Oth bacterial agents as the cause of diseases classd elswhr
041.6,Proteus infection NOS,B96,Oth bacterial agents as the cause of diseases classd elswhr
041.7,Pseudomonas infect NOS,B96,Oth bacterial agents as the cause of diseases classd elswhr
041.81,Mycoplasma,A49,Bacterial infection of unspecified site
041.82,Bacteroides fragilis,B96,Oth bacterial agents as the cause of diseases classd elswhr
041.83,Clostridium perfringens,B96,Oth bacterial agents as the cause of diseases classd elswhr
041.84,Other anaerobes,B96,Oth bacterial agents as the cause of diseases classd elswhr
041.85,Oth gram negatv bacteria,B96,Oth bacterial agents as the cause of diseases classd elswhr
041.86,Helicobacter pylori,B96,Oth bacterial agents as the cause of diseases classd elswhr
041.89,Oth specf bacteria,B96,Oth bacterial agents as the cause of diseases classd elswhr
041.9,Bacterial infection NOS,B96,Oth bacterial agents as the cause of diseases classd elswhr
042,Human immuno virus dis,B20,Human immunodeficiency virus [HIV] disease
045.00,Ac bulbar polio-type NOS,A80,Acute poliomyelitis
045.01,Ac bulbar polio-type 1,A80,Acute poliomyelitis
045.02,Ac bulbar polio-type 2,A80,Acute poliomyelitis
045.03,Ac bulbar polio-type 3,A80,Acute poliomyelitis
045.10,Paral polio NEC-type NOS,A80,Acute poliomyelitis
045.11,Paral polio NEC-type 1,A80,Acute poliomyelitis
045.12,Paral polio NEC-type 2,A80,Acute poliomyelitis
045.13,Paral polio NEC-type 3,A80,Acute poliomyelitis
045.20,Nonparaly polio-type NOS,A80,Acute poliomyelitis
045.21,Nonparalyt polio-type 1,A80,Acute poliomyelitis
045.22,Nonparalyt polio-type 2,A80,Acute poliomyelitis
045.23,Nonparalyt polio-type 3,A80,Acute poliomyelitis
045.90,Ac polio NOS-type NOS,A80,Acute poliomyelitis
045.91,Ac polio NOS-type 1,A80,Acute poliomyelitis
045.92,Ac polio NOS-type 2,A80,Acute poliomyelitis
045.93,Ac polio NOS-type 3,A80,Acute poliomyelitis
046.0,Kuru,A81,Atypical virus infections of central nervous system
046.11,Varnt Creutzfeldt-Jakob,A81,Atypical virus infections of central nervous system
046.19,Creutzfldt-Jakob NEC/NOS,A81,Atypical virus infections of central nervous system
046.2,Subac scleros panenceph,A81,Atypical virus infections of central nervous system
046.3,Prog multifoc leukoencep,A81,Atypical virus infections of central nervous system
046.71,Gerstmn-Straus-Schnk syn,A81,Atypical virus infections of central nervous system
046.72,Fatal familial insomnia,A81,Atypical virus infections of central nervous system
046.79,Prion dis of CNS NEC/NOS,A81,Atypical virus infections of central nervous system
046.8,Cns slow virus infec NEC,A81,Atypical virus infections of central nervous system
046.9,Cns slow virus infec NOS,A81,Atypical virus infections of central nervous system
047.0,Coxsackie virus mening,A87,Viral meningitis
047.1,Echo virus meningitis,A87,Viral meningitis
047.8,Viral meningitis NEC,A87,Viral meningitis
047.9,Viral meningitis NOS,A87,Viral meningitis
048,Oth enteroviral cns dis,A88,"Oth viral infections of central nervous system, NEC"
049.0,Lymphocytic choriomening,A87,Viral meningitis
049.1,Adenoviral meningitis,A87,Viral meningitis
049.8,Viral encephalitis NEC,A85,"Other viral encephalitis, not elsewhere classified"
049.9,Viral encephalitis NOS,A86,Unspecified viral encephalitis
050.0,Variola major,B03,Smallpox
050.1,Alastrim,B03,Smallpox
050.2,Modified smallpox,B03,Smallpox
050.9,Smallpox NOS,B03,Smallpox
051.01,Cowpox,B08,"Oth viral infect with skin and mucous membrane lesions, NEC"
051.02,Vaccinia n/f vaccination,B08,"Oth viral infect with skin and mucous membrane lesions, NEC"
051.1,Pseudocowpox,B08,"Oth viral infect with skin and mucous membrane lesions, NEC"
051.2,Contagious pustular derm,B08,"Oth viral infect with skin and mucous membrane lesions, NEC"
051.9,Paravaccinia NOS,B08,"Oth viral infect with skin and mucous membrane lesions, NEC"
052.0,Postvaricella encephalit,B01,Varicella [chickenpox]
052.1,Varicella pneumonitis,B01,Varicella [chickenpox]
052.2,Postvaricella myelitis,B01,Varicella [chickenpox]
052.7,Varicella complicat NEC,B01,Varicella [chickenpox]
052.8,Varicella complicat NOS,B01,Varicella [chickenpox]
052.9,Varicella uncomplicated,B01,Varicella [chickenpox]
053.0,Herpes zoster meningitis,B02,Zoster [herpes zoster]
053.10,H zoster nerv syst NOS,B02,Zoster [herpes zoster]
053.11,Geniculate herpes zoster,B02,Zoster [herpes zoster]
053.12,Postherpes trigem neural,B02,Zoster [herpes zoster]
053.13,Postherpes polyneuropath,B02,Zoster [herpes zoster]
053.14,Herpes zoster myelitis,B02,Zoster [herpes zoster]
053.19,H zoster nerv syst NEC,B02,Zoster [herpes zoster]
053.20,Herpes zoster of eyelid,B02,Zoster [herpes zoster]
053.21,H zoster keratoconjunct,B02,Zoster [herpes zoster]
053.22,H zoster iridocyclitis,B02,Zoster [herpes zoster]
053.29,Herpes zoster of eye NEC,B02,Zoster [herpes zoster]
053.71,H zoster otitis externa,B02,Zoster [herpes zoster]
053.79,H zoster complicated NEC,B02,Zoster [herpes zoster]
053.8,H zoster complicated NOS,B02,Zoster [herpes zoster]
053.9,Herpes zoster NOS,B02,Zoster [herpes zoster]
054.0,Eczema herpeticum,B00,Herpesviral [herpes simplex] infections
054.10,Genital herpes NOS,A60,Anogenital herpesviral [herpes simplex] infections
054.11,Herpetic vulvovaginitis,A60,Anogenital herpesviral [herpes simplex] infections
054.12,Herpetic ulcer of vulva,A60,Anogenital herpesviral [herpes simplex] infections
054.13,Herpetic infect of penis,A60,Anogenital herpesviral [herpes simplex] infections
054.19,Genital herpes NEC,A60,Anogenital herpesviral [herpes simplex] infections
054.2,Herpetic gingivostomat,B00,Herpesviral [herpes simplex] infections
054.3,Herpetic encephalitis,B00,Herpesviral [herpes simplex] infections
054.40,Herpes simplex eye NOS,B00,Herpesviral [herpes simplex] infections
054.41,Herpes simplex of eyelid,B00,Herpesviral [herpes simplex] infections
054.42,Dendritic keratitis,B00,Herpesviral [herpes simplex] infections
054.43,H simplex keratitis,B00,Herpesviral [herpes simplex] infections
054.44,H simplex iridocyclitis,B00,Herpesviral [herpes simplex] infections
054.49,Herpes simplex eye NEC,B00,Herpesviral [herpes simplex] infections
054.5,Herpetic septicemia,B00,Herpesviral [herpes simplex] infections
054.6,Herpetic whitlow,B00,Herpesviral [herpes simplex] infections
054.71,Visceral herpes simplex,B00,Herpesviral [herpes simplex] infections
054.72,H simplex meningitis,B00,Herpesviral [herpes simplex] infections
054.73,H simplex otitis externa,B00,Herpesviral [herpes simplex] infections
054.74,Herpes simplex myelitis,B00,Herpesviral [herpes simplex] infections
054.79,H simplex complicat NEC,B00,Herpesviral [herpes simplex] infections
054.8,H simplex complicat NOS,B00,Herpesviral [herpes simplex] infections
054.9,Herpes simplex NOS,B00,Herpesviral [herpes simplex] infections
055.0,Postmeasles encephalitis,B05,Measles
055.1,Postmeasles pneumonia,B05,Measles
055.2,Postmeasles otitis media,B05,Measles
055.71,Measles keratitis,B05,Measles
